file,bytes,overall,productive
BaseFilterReader.java,6130,12670866,1678227
BaseFilterReader.java,6130,11769546,1379529
BaseFilterReader.java,6130,11286663,1063850
BaseFilterReader.java,6130,11316044,1029255
BaseFilterReader.java,6130,12319833,1123416
BaseFilterReader.java,6130,12034081,1114583
BaseFilterReader.java,6130,11439071,1057469
BaseFilterReader.java,6130,13421355,1420429
BaseFilterReader.java,6130,13150203,1675841
BaseFilterReader.java,6130,27203697,1505184
BaseIfAttribute.java,2824,7815817,766613
BaseIfAttribute.java,2824,12257109,662649
BaseIfAttribute.java,2824,7908692,944851
BaseIfAttribute.java,2824,8410055,663435
BaseIfAttribute.java,2824,8009440,719448
BaseIfAttribute.java,2824,7644111,667567
BaseIfAttribute.java,2824,7801160,638200
BaseIfAttribute.java,2824,8536914,722184
BaseIfAttribute.java,2824,7635085,625427
BaseIfAttribute.java,2824,7957801,623219
Basename.java,3636,7506799,740365
Basename.java,3636,7853705,632063
Basename.java,3636,7996952,773865
Basename.java,3636,8245881,723743
Basename.java,3636,7994795,811029
Basename.java,3636,7991104,631959
Basename.java,3636,7719257,635912
Basename.java,3636,7757065,635387
Basename.java,3636,8108554,645073
Basename.java,3636,8087047,959788
BaseParamFilterReader.java,2269,4248898,425610
BaseParamFilterReader.java,2269,4272054,583264
BaseParamFilterReader.java,2269,4299879,578025
BaseParamFilterReader.java,2269,5028411,450162
BaseParamFilterReader.java,2269,5430325,503313
BaseParamFilterReader.java,2269,5958099,771896
BaseParamFilterReader.java,2269,5777350,530591
BaseParamFilterReader.java,2269,5184705,505943
BaseParamFilterReader.java,2269,6050234,935111
BaseParamFilterReader.java,2269,4896075,587324
BaseResourceCollectionContainer.java,8463,20312222,1541956
BaseResourceCollectionContainer.java,8463,18732508,1421278
BaseResourceCollectionContainer.java,8463,20871842,1398376
BaseResourceCollectionContainer.java,8463,19107124,1458740
BaseResourceCollectionContainer.java,8463,22726532,2627026
BaseResourceCollectionContainer.java,8463,17762390,1151716
BaseResourceCollectionContainer.java,8463,18556073,1801964
BaseResourceCollectionContainer.java,8463,18025461,1568467
BaseResourceCollectionContainer.java,8463,20367210,2654583
BaseResourceCollectionContainer.java,8463,17581634,944893
BaseResourceCollectionWrapper.java,1772,6930436,452697
BaseResourceCollectionWrapper.java,1772,6166079,466047
BaseResourceCollectionWrapper.java,1772,6604115,398643
BaseResourceCollectionWrapper.java,1772,4083510,281305
BaseResourceCollectionWrapper.java,1772,4825414,394067
BaseResourceCollectionWrapper.java,1772,6178878,492645
BaseResourceCollectionWrapper.java,1772,96684357,464570
BaseResourceCollectionWrapper.java,1772,5654796,489893
BaseResourceCollectionWrapper.java,1772,6246513,514236
BaseResourceCollectionWrapper.java,1772,5866122,390587
BaseSelector.java,3427,6731541,554804
BaseSelector.java,3427,7289841,1041494
BaseSelector.java,3427,7733623,1404114
BaseSelector.java,3427,8505361,696369
BaseSelector.java,3427,6888014,570983
BaseSelector.java,3427,6287727,538619
BaseSelector.java,3427,6760420,774617
BaseSelector.java,3427,6260866,554777
BaseSelector.java,3427,7279127,631447
BaseSelector.java,3427,6471924,563791
BaseSelectorContainer.java,10061,17820138,1668719
BaseSelectorContainer.java,10061,18275675,1471358
