file,bytes,overall,productive
ArgumentProcessor.java,2602,3036125,77438
ArgumentProcessor.java,2602,3890636,90175
ArgumentProcessor.java,2602,3972758,90631
ArgumentProcessor.java,2602,5279069,91274
ArgumentProcessorRegistry.java,6410,14528141,187803
ArgumentProcessorRegistry.java,6410,12621998,243150
ArgumentProcessorRegistry.java,6410,18474235,288136
ArgumentProcessorRegistry.java,6410,13135841,288058
ArgumentProcessorRegistry.java,6410,12666037,245825
ArgumentProcessorRegistry.java,6410,13078244,305637
ArgumentProcessorRegistry.java,6410,12637241,257400
ArgumentProcessorRegistry.java,6410,12320604,254035
ArgumentProcessorRegistry.java,6410,12895579,245690
ArgumentProcessorRegistry.java,6410,12710781,295310
AsiExtraField.java,10165,15233215,471678
AsiExtraField.java,10165,15420436,314567
AsiExtraField.java,10165,15179009,315277
AsiExtraField.java,10165,15104083,311373
AsiExtraField.java,10165,19655808,329507
AsiExtraField.java,10165,15915300,291222
AsiExtraField.java,10165,14591706,287094
AsiExtraField.java,10165,94046207,288154
AsiExtraField.java,10165,15743795,269129
AsiExtraField.java,10165,19284700,274083
Assertions.java,11726,15783119,228309
Assertions.java,11726,20302908,306288
Assertions.java,11726,18136667,298187
Assertions.java,11726,20120128,200513
Assertions.java,11726,16392199,338745
Assertions.java,11726,24454664,342530
Assertions.java,11726,18018088,339675
Assertions.java,11726,16953326,343643
Assertions.java,11726,16325862,336575
Assertions.java,11726,16564682,347805
Attrib.java,5844,11876472,216700
Attrib.java,5844,12598398,183083
Attrib.java,5844,8289299,140055
Attrib.java,5844,11712447,183437
Attrib.java,5844,8007830,125963
Attrib.java,5844,7665659,115694
Attrib.java,5844,11014902,325975
Attrib.java,5844,9546560,193412
Attrib.java,5844,8006610,119578
Attrib.java,5844,12930470,180381
AttributeNamespace.java,1101,1434293,40911
AttributeNamespace.java,1101,1405308,37385
AttributeNamespace.java,1101,2275665,53800
AttributeNamespace.java,1101,1953921,38462
AttributeNamespace.java,1101,2496907,39348
AttributeNamespace.java,1101,1781530,42055
AttributeNamespace.java,1101,2173372,50815
AttributeNamespace.java,1101,2281711,56818
AttributeNamespace.java,1101,2105378,51012
AttributeNamespace.java,1101,1901209,44290
AttributeNamespaceDef.java,1876,8101798,131290
AttributeNamespaceDef.java,1876,4837331,85715
AttributeNamespaceDef.java,1876,6204070,97004
AttributeNamespaceDef.java,1876,5239460,98139
AttributeNamespaceDef.java,1876,4911326,81625
AttributeNamespaceDef.java,1876,4753051,84525
AttributeNamespaceDef.java,1876,5679967,82120
AttributeNamespaceDef.java,1876,6525627,100030
AttributeNamespaceDef.java,1876,4890124,82500
AttributeNamespaceDef.java,1876,6071550,111981
AugmentReference.java,3124,8112993,292781
AugmentReference.java,3124,7827626,166948
AugmentReference.java,3124,8259224,138230
AugmentReference.java,3124,8940094,113712
AugmentReference.java,3124,6261455,99542
AugmentReference.java,3124,8634945,139736
AugmentReference.java,3124,10235680,231372
AugmentReference.java,3124,7251496,136176
AugmentReference.java,3124,7077608,138196
AugmentReference.java,3124,8049663,167298
Available.java,17812,26593275,624488
Available.java,17812,32243327,484750
Available.java,17812,34711149,499272
Available.java,17812,34400595,514028
Available.java,17812,28933493,616246
Available.java,17812,120187193,549560
Available.java,17812,26504121,540560
Available.java,17812,27034061,604698
Available.java,17812,29045344,574005
Available.java,17812,28941927,914078
Base64Converter.java,4638,16703441,437873
Base64Converter.java,4638,14410568,204030
Base64Converter.java,4638,11762006,210770
Base64Converter.java,4638,14563280,252370
Base64Converter.java,4638,14657372,202624
Base64Converter.java,4638,12190943,209278
Base64Converter.java,4638,11572367,212428
Base64Converter.java,4638,17352966,202944
Base64Converter.java,4638,13280847,246634
Base64Converter.java,4638,12129700,190560
BaseExtendSelector.java,2849,4490393,102106
BaseExtendSelector.java,2849,4493705,93966
BaseExtendSelector.java,2849,4623540,117814
BaseExtendSelector.java,2849,4488265,119779
BaseExtendSelector.java,2849,4292792,94838
BaseExtendSelector.java,2849,4340173,97110
BaseExtendSelector.java,2849,4324765,94836
BaseExtendSelector.java,2849,4267137,117900
BaseExtendSelector.java,2849,4842674,172966
BaseExtendSelector.java,2849,4305209,100702
BaseFilterReader.java,6130,9244543,249962
BaseFilterReader.java,6130,12057504,243802
BaseFilterReader.java,6130,11261031,188727
BaseFilterReader.java,6130,10786140,208528
BaseFilterReader.java,6130,8650789,177095
BaseFilterReader.java,6130,10152363,166367
BaseFilterReader.java,6130,8951070,172427
BaseFilterReader.java,6130,9065043,132185
BaseFilterReader.java,6130,8815977,207938
BaseFilterReader.java,6130,9458622,209520
BaseIfAttribute.java,2824,6529472,168148
BaseIfAttribute.java,2824,6455728,126530
BaseIfAttribute.java,2824,6562850,138706
BaseIfAttribute.java,2824,7434912,186850
BaseIfAttribute.java,2824,6961510,154234
BaseIfAttribute.java,2824,6526604,136656
BaseIfAttribute.java,2824,6581895,137134
BaseIfAttribute.java,2824,6442009,135632
BaseIfAttribute.java,2824,6606075,128006
BaseIfAttribute.java,2824,6972273,154428
Basename.java,3636,8004336,296480
Basename.java,3636,6664762,152083
Basename.java,3636,7675638,143744
Basename.java,3636,6371148,130262
Basename.java,3636,6948910,150297
Basename.java,3636,6834906,207857
Basename.java,3636,6122924,205756
Basename.java,3636,6083706,177464
Basename.java,3636,6639361,153843
Basename.java,3636,6349823,188286
BaseParamFilterReader.java,2269,5886929,103812
BaseParamFilterReader.java,2269,4679628,104208
BaseParamFilterReader.java,2269,4678591,104560
BaseParamFilterReader.java,2269,4704164,103960
BaseParamFilterReader.java,2269,4025368,91960
BaseParamFilterReader.java,2269,4345294,98140
BaseParamFilterReader.java,2269,4421194,88160
BaseParamFilterReader.java,2269,4562426,102386
BaseParamFilterReader.java,2269,4320596,90040
